area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,is_luxury
Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,1182.0,2.0,1.0,64.0,2,5414.551607445009,False
Super built-up  Area,18-May,Talaghattapura,3 BHK,2038.5,3.0,0.0,122.0,3,5984.792739759627,False
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1367.0,2.0,0.0,80.0,2,5852.231163130944,False
Plot  Area,Ready To Move,BTM 1st Stage,5 Bedroom,1200.0,4.0,2.0,200.0,5,16666.666666666668,False
Built-up  Area,Ready To Move,Judicial Layout,5 BHK,1100.0,4.0,3.0,199.0,5,18090.909090909092,False
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1565.0,3.0,2.0,78.0,3,4984.025559105431,False
Super built-up  Area,18-Feb,Whitefield,3 BHK,1720.0,3.0,2.0,128.0,3,7441.860465116279,False
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,1107.0,2.0,3.0,44.0,2,3974.706413730804,False
Super built-up  Area,20-Jan,Yelahanka,2 BHK,1360.0,2.0,1.0,78.19,2,5749.264705882353,False
Super built-up  Area,18-Jan,Anekal,2 BHK,625.0,1.0,1.0,25.0,2,4000.0,False
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,1701.0,2.0,2.0,145.0,2,8524.397413286302,False
Plot  Area,Ready To Move,Agrahara Dasarahalli,3 Bedroom,1350.0,1.0,0.0,120.0,3,8888.888888888889,False
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,1016.0,2.0,1.0,39.95,2,3932.086614173229,False
Super built-up  Area,Ready To Move,KEB Colony,3 BHK,1500.0,3.0,1.0,90.0,3,6000.0,False
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,900.0,2.0,1.0,45.0,2,5000.0,False
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,1500.0,3.0,1.0,150.0,3,10000.0,False
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,3 BHK,2292.0,2.0,1.0,285.0,3,12434.554973821989,False
Carpet  Area,Ready To Move,Kereguddadahalli,3 BHK,1280.0,3.0,1.0,42.0,3,3281.25,False
Plot  Area,Ready To Move,Sri Balaji Krupa Layout,4 Bedroom,1750.0,4.0,2.0,263.0,4,15028.57142857143,False
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1500.0,2.0,1.0,70.0,3,4666.666666666667,False
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1245.0,2.0,2.0,59.0,2,4738.955823293173,False
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1025.0,2.0,1.0,44.0,2,4292.682926829269,False
Super built-up  Area,Ready To Move,Hennur Gardens,3 BHK,1945.0,3.0,2.0,135.0,3,6940.874035989717,False
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640.0,3.0,3.0,245.0,3,14939.024390243903,False
Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1348.0,2.0,2.0,80.5,3,5971.810089020772,False
Super built-up  Area,Ready To Move,Tindlu,2 BHK,1100.0,2.0,2.0,55.0,2,5000.0,False
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1855.0,3.0,3.0,135.0,3,7277.628032345014,False
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,2.0,56.5,2,4501.99203187251,False
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,2400.0,4.0,1.0,228.0,4,9500.0,True
Super built-up  Area,Ready To Move,Kothanur,2 BHK,1195.0,2.0,2.0,59.0,2,4937.238493723849,False
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1022.0,2.0,1.0,35.0,2,3424.6575342465753,False
Plot  Area,Ready To Move,Hegde Nagar,6 Bedroom,760.0,6.0,0.0,98.0,6,12894.736842105263,False
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1264.0,2.0,2.0,52.0,2,4113.9240506329115,False
Super built-up  Area,Ready To Move,Chamrajpet,3 BHK,1650.0,3.0,2.0,115.0,3,6969.69696969697,False
Super built-up  Area,Ready To Move,Abbigere,2 BHK,1020.0,2.0,1.0,40.8,2,3999.9999999999995,False
Built-up  Area,Ready To Move,Bommasandra,2 BHK,950.0,2.0,1.0,25.0,2,2631.5789473684213,False
Super built-up  Area,18-Jul,Shantiniketan Layout,4 BHK,2710.0,5.0,3.0,142.0,4,5239.852398523985,True
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1936.0,3.0,1.0,131.0,3,6766.528925619835,False
Super built-up  Area,Ready To Move,Ramanashree Enclave,2 BHK,1075.0,2.0,2.0,58.0,2,5395.3488372093025,False
Super built-up  Area,18-Apr,Hosur Road,2 BHK,1223.0,2.0,1.0,93.0,2,7604.251839738348,False
Plot  Area,18-Dec,Whitefield,3 Bedroom,1500.0,3.0,1.0,61.9,3,4126.666666666667,False
Built-up  Area,Ready To Move,Hennur,2 BHK,1050.0,2.0,2.0,42.73,2,4069.5238095238096,False
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2100.0,3.0,2.0,190.0,3,9047.619047619048,False
Built-up  Area,Ready To Move,Uttarahalli,3 Bedroom,1650.0,2.0,1.0,130.0,3,7878.787878787879,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1495.0,2.0,1.0,78.0,2,5217.391304347826,False
Super built-up  Area,21-Jul,Koramangala,3 BHK,1605.0,3.0,2.0,260.0,3,16199.376947040499,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1270.0,2.0,2.0,52.0,2,4094.488188976378,False
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,1081.0,2.0,3.0,60.0,2,5550.416281221092,False
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1600.0,2.0,0.0,140.0,3,8750.0,False
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,1596.0,3.0,1.0,118.0,3,7393.483709273183,False
Plot  Area,Ready To Move,Vasanthpura,6 Bedroom,600.0,6.0,2.0,65.0,6,10833.333333333334,False
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,1557.0,3.0,1.0,70.0,3,4495.82530507386,False
Built-up  Area,Ready To Move,Devi Nagar,3 BHK,1410.0,3.0,3.0,68.0,3,4822.695035460993,False
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1984.0,4.0,1.0,148.0,3,7459.677419354839,False
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,1196.0,2.0,3.0,60.0,2,5016.722408026756,False
Super built-up  Area,21-Dec,Thanisandra,4 BHK,2259.0,3.0,2.0,112.0,4,4957.9459938025675,True
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,1720.0,3.0,2.0,100.0,3,5813.953488372093,False
Plot  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,600.0,5.0,2.0,99.0,4,16500.0,False
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1310.0,2.0,1.0,37.83,3,2887.7862595419847,False
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1140.0,2.0,1.0,57.0,2,5000.0,False
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,1600.0,3.0,2.0,260.0,3,16250.0,False
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1790.0,3.0,2.0,120.0,3,6703.91061452514,False
Super built-up  Area,Ready To Move,Harlur,2 BHK,1335.0,2.0,0.0,72.76,2,5450.187265917603,False
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,1674.0,3.0,2.0,81.0,3,4838.709677419355,False
Plot  Area,Ready To Move,CV Raman Nagar,5 Bedroom,1200.0,2.0,1.0,100.0,5,8333.333333333334,False
Super built-up  Area,Ready To Move,Kenchenhalli,3 BHK,1786.0,3.0,2.0,79.99,3,4478.723404255318,False
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,770.0,3.0,2.0,65.25,4,8474.025974025973,False
Super built-up  Area,18-Dec,Sarjapur  Road,2 BHK,1035.0,2.0,1.0,47.0,2,4541.062801932367,False
Super built-up  Area,19-Dec,Whitefield,3 BHK,1564.0,3.0,1.0,103.0,3,6585.677749360614,False
Super built-up  Area,18-Mar,Margondanahalli,2 BHK,1334.0,2.0,1.0,67.76,2,5079.460269865068,False
Super built-up  Area,18-May,Bommasandra,3 BHK,1365.0,3.0,1.0,53.96,3,3953.1135531135533,False
Super built-up  Area,Ready To Move,BCMC Layout,3 BHK,1369.0,2.0,3.0,72.0,3,5259.313367421476,False
Super built-up  Area,18-Aug,Whitefield,2 BHK,1240.0,2.0,2.0,41.0,2,3306.451612903226,False
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,600.0,3.0,2.0,100.0,4,16666.666666666668,False
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,1418.0,2.0,1.0,62.0,2,4372.3554301833565,False
Built-up  Area,Ready To Move,Hebbal,3 BHK,2250.0,3.0,2.0,219.0,3,9733.333333333334,False
Super built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,500.0,1.0,1.0,20.0,2,4000.0,False
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1020.0,2.0,2.0,39.0,2,3823.529411764706,False
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,1290.0,2.0,2.0,70.0,2,5426.356589147287,False
Plot  Area,Ready To Move,Attibele,3 Bedroom,1500.0,3.0,2.0,90.0,3,6000.0,False
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,1290.0,3.0,3.0,62.0,3,4806.201550387597,False
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1881.0,3.0,2.0,115.0,3,6113.769271664009,False
Super built-up  Area,Ready To Move,Jigani,2 BHK,943.0,2.0,2.0,49.5,2,5249.204665959703,False
Built-up  Area,18-Dec,Electronic City,2 BHK,1140.0,2.0,1.0,32.93,2,2888.59649122807,False
Super built-up  Area,Ready To Move,Nayandanahalli,2 BHK,1035.0,2.0,2.0,60.0,2,5797.101449275362,False
Plot  Area,18-Dec,Whitefield,3 Bedroom,1500.0,3.0,1.0,71.0,3,4733.333333333333,False
Super built-up  Area,Ready To Move,Sindhi Colony,5 BHK,5665.84,7.0,2.0,988.0,5,17437.837990483316,True
Super built-up  Area,18-Apr,Nanjappa Layout,2 BHK,1232.0,2.0,1.0,94.28,2,7652.597402597403,False
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1290.0,2.0,2.0,56.12,3,4350.387596899225,False
Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,2610.0,4.0,2.0,306.0,4,11724.137931034482,True
Super built-up  Area,Ready To Move,Anandapura,3 BHK,1576.0,3.0,2.0,58.7,3,3724.6192893401017,False
Super built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,980.0,2.0,1.0,41.0,2,4183.673469387755,False
Super built-up  Area,Ready To Move,Hebbal,4 BHK,4000.0,6.0,1.0,440.0,4,11000.0,True
Super built-up  Area,18-Jun,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,74.03,2,5500.0,False
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1181.0,2.0,2.0,55.0,2,4657.070279424217,False
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,6652.0,6.0,1.0,660.0,4,9921.828021647625,True
Super built-up  Area,Ready To Move,Maragondanahalli,2 BHK,1307.0,2.0,2.0,59.0,2,4514.154552410099,False
Super built-up  Area,18-May,Roopena Agrahara,3 BHK,1215.0,2.0,2.0,49.86,3,4103.7037037037035,False
Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,1180.0,2.0,3.0,80.0,2,6779.661016949152,False
Built-up  Area,Ready To Move,Amruthahalli,1 Bedroom,600.0,1.0,1.0,55.0,1,9166.666666666666,False
Super built-up  Area,Ready To Move,Kanakapur main road,2 BHK,1025.0,2.0,2.0,43.04,2,4199.024390243902,False
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,1910.0,3.0,2.0,131.0,3,6858.638743455497,False
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1200.0,2.0,2.0,50.0,2,4166.666666666667,False
Built-up  Area,19-Dec,Church Street,4 BHK,2920.0,4.0,3.0,536.0,4,18356.164383561645,True
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1175.0,2.0,1.0,60.0,2,5106.382978723404,False
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1404.0,2.0,2.0,59.0,3,4202.279202279202,False
Built-up  Area,Ready To Move,BCC Layout,4 Bedroom,2700.0,3.0,2.0,230.0,4,8518.518518518518,True
Built-up  Area,Ready To Move,HSR Layout,2 BHK,1203.0,2.0,2.0,60.0,2,4987.5311720698255,False
Plot  Area,Ready To Move,Nagavara,3 Bedroom,440.0,3.0,1.0,35.0,3,7954.545454545455,False
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1571.0,3.0,3.0,63.0,3,4010.1845957988544,False
Super built-up  Area,Ready To Move,Mariyannapalya,2 BHK,1125.0,2.0,2.0,46.0,2,4088.8888888888887,False
Super built-up  Area,18-Apr,Kammasandra,1 BHK,610.0,1.0,1.0,18.5,1,3032.7868852459014,False
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1198.0,2.0,2.0,80.0,2,6677.79632721202,False
Plot  Area,Ready To Move,Chandapura,3 Bedroom,1200.0,3.0,2.0,65.0,3,5416.666666666667,False
Super built-up  Area,Ready To Move,Nobo Nagar,2 BHK,1200.0,2.0,2.0,45.0,2,3750.0,False
Plot  Area,Ready To Move,Sathya Sai Layout,4 Bedroom,6688.0,6.0,1.0,700.0,4,10466.507177033493,True
Super built-up  Area,Ready To Move,Crimson Layout,3 BHK,1830.0,3.0,2.0,95.0,3,5191.256830601093,False
Super built-up  Area,19-Sep,Kudlu Gate,3 BHK,1432.0,2.0,2.0,61.11,3,4267.458100558659,False
Built-up  Area,Ready To Move,Somasundara Palya,3 BHK,2300.0,2.0,0.0,70.0,3,3043.478260869565,False
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,1331.95,2.0,2.0,69.0,2,5180.374638687638,False
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1876.0,3.0,3.0,160.0,3,8528.784648187633,False
Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,1200.0,4.0,2.0,125.0,4,10416.666666666666,False
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665.0,3.0,2.0,74.9,3,4498.498498498499,False
Super built-up  Area,21-Dec,Electronic City,4 BHK,2093.0,4.0,2.0,134.0,4,6402.293358815098,True
Super built-up  Area,18-May,TC Palaya,3 BHK,1330.0,3.0,3.0,46.56,3,3500.751879699248,False
Built-up  Area,18-Dec,Talaghattapura,3 Bedroom,1800.0,3.0,1.0,84.0,3,4666.666666666667,False
Built-up  Area,Ready To Move,"Thanisandra Main Road, ",4 BHK,2872.0,4.0,3.0,183.0,4,6371.866295264624,True
Super built-up  Area,Ready To Move,Kumarapalli,3 BHK,1486.0,2.0,2.0,65.0,3,4374.158815612383,False
Built-up  Area,Ready To Move,Chikkalasandra,3 BHK,1425.0,1.0,0.0,54.0,3,3789.4736842105262,False
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,2.0,42.54,2,3389.641434262948,False
Built-up  Area,Ready To Move,Electronic City,2 BHK,750.0,2.0,1.0,19.5,2,2600.0,False
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,1225.0,2.0,3.0,58.0,2,4734.693877551021,False
Built-up  Area,Ready To Move,Medahalli,9 BHK,4600.0,9.0,2.0,150.0,9,3260.8695652173915,True
Super built-up  Area,19-Jun,Mallathahalli,2 BHK,1100.0,2.0,2.0,64.08,2,5825.454545454545,False
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1760.0,3.0,2.0,139.0,3,7897.727272727273,False
Plot  Area,18-Jul,Bommasandra,3 Bedroom,1200.0,3.0,2.0,110.0,3,9166.666666666666,False
Super built-up  Area,Ready To Move,Basavanapura,7 BHK,1800.0,5.0,3.0,65.0,7,3611.1111111111113,False
Super built-up  Area,Ready To Move,Chandapura,3 BHK,1095.0,2.0,2.0,28.0,3,2557.077625570776,False
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,3.0,64.86,3,4239.21568627451,False
Super built-up  Area,18-Feb,Kundalahalli,3 BHK,1724.0,3.0,3.0,140.0,3,8120.649651972158,False
Super built-up  Area,18-Mar,Horamavu Agara,2 BHK,1058.0,2.0,2.0,47.0,2,4442.34404536862,False
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,1975.0,3.0,3.0,90.0,3,4556.962025316456,False
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,1112.0,2.0,1.0,58.0,2,5215.827338129497,False
Built-up  Area,Ready To Move,Doddabommasandra,2 Bedroom,1600.0,2.0,1.0,90.0,2,5625.0,False
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,1648.0,3.0,2.0,85.0,3,5157.766990291262,False
Super built-up  Area,18-May,Puttanahalli,2 BHK,1100.0,2.0,2.0,32.0,2,2909.090909090909,False
Super built-up  Area,18-Nov,Hoskote,1 BHK,509.0,1.0,1.0,23.0,1,4518.664047151277,False
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2265.0,3.0,3.0,159.0,3,7019.867549668874,False
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,1200.0,2.0,2.0,46.0,2,3833.3333333333335,False
Super built-up  Area,Ready To Move,Makali,1 BHK,530.0,1.0,1.0,18.0,1,3396.2264150943397,False
Built-up  Area,Ready To Move,Green View Layout,2 BHK,1010.0,2.0,1.0,41.0,2,4059.4059405940593,False
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1150.0,2.0,2.0,45.0,2,3913.0434782608695,False
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1340.0,2.0,2.0,75.0,2,5597.014925373134,False
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1850.0,3.0,1.0,98.0,3,5297.2972972972975,False
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,907.0,2.0,1.0,40.0,2,4410.143329658214,False
Plot  Area,Ready To Move,Benson Town,2 Bedroom,1688.0,2.0,0.0,280.0,2,16587.677725118483,False
Plot  Area,Ready To Move,Ulsoor,2 Bedroom,1160.0,2.0,1.0,130.0,2,11206.896551724138,False
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,1600.0,2.0,1.0,65.0,3,4062.5,False
Plot  Area,Ready To Move,Prasanna layout Herohalli,6 Bedroom,1800.0,5.0,1.0,140.0,6,7777.777777777777,False
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,5.0,1.0,251.0,4,6979.9777530589545,True
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1464.0,3.0,2.0,56.0,3,3825.136612021858,False
Super built-up  Area,Ready To Move,Hennur,2 BHK,1295.0,2.0,1.0,62.0,2,4787.644787644787,False
Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,1012.0,2.0,1.0,62.0,2,6126.482213438735,False
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1000.0,2.0,1.0,48.0,3,4800.0,False
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1010.0,2.0,1.0,32.0,2,3168.3168316831684,False
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,1379.0,2.0,1.0,85.0,2,6163.8868745467735,False
Built-up  Area,18-May,Kasavanhalli,2 BHK,1121.0,2.0,2.0,75.0,2,6690.454950936663,False
Built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,1200.0,2.0,1.0,75.0,2,6250.0,False
Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,3124.0,6.0,3.0,349.0,4,11171.574903969271,True
Super built-up  Area,18-Sep,Bannerghatta Road,2 BHK,1246.0,2.0,2.0,47.35,2,3800.1605136436597,False
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1420.0,3.0,2.0,90.0,3,6338.028169014085,False
Carpet  Area,Ready To Move,Shivaji Nagar,2 BHK,600.0,1.0,1.0,65.0,2,10833.333333333334,False
Super built-up  Area,Ready To Move,Hadosiddapura,2 BHK,1090.0,2.0,2.0,55.0,2,5045.871559633028,False
Super built-up  Area,18-Apr,Electronic City,2 BHK,1355.0,2.0,1.0,73.0,2,5387.453874538745,False
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1425.0,2.0,1.0,94.0,2,6596.491228070176,False
Built-up  Area,Ready To Move,Chikkabanavar,8 Bedroom,4000.0,7.0,0.0,110.0,8,2750.0,True
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1700.0,3.0,2.0,111.0,3,6529.411764705882,False
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2099.0,3.0,2.0,134.0,3,6383.992377322535,False
Plot  Area,18-Apr,Yelahanka,5 Bedroom,1330.0,5.0,0.0,210.0,5,15789.473684210527,False
Super built-up  Area,19-Dec,Devanahalli,3 BHK,1520.0,2.0,1.0,69.76,3,4589.473684210527,False
Built-up  Area,Ready To Move,Sarvobhogam Nagar,3 BHK,1490.0,3.0,0.0,140.0,3,9395.973154362417,False
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1000.0,2.0,2.0,50.0,2,5000.0,False
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1291.0,2.0,2.0,72.3,2,5600.309837335399,False
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339.0,2.0,2.0,67.0,2,5003.734129947722,False
Super built-up  Area,Ready To Move,Near International Airport,2 BHK,1330.0,2.0,1.0,56.0,2,4210.526315789473,False
Plot  Area,Ready To Move,Pattegarhpalya,8 Bedroom,1200.0,8.0,0.0,140.0,8,11666.666666666666,False
Built-up  Area,Ready To Move,Palace Road,2 BHK,1650.0,1.0,1.0,130.0,2,7878.787878787879,False
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1125.0,2.0,1.0,44.75,2,3977.777777777778,False
Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1310.0,2.0,1.0,62.0,2,4732.824427480916,False
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1096.0,2.0,2.0,40.0,2,3649.6350364963505,False
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,814.0,2.0,1.0,43.7,2,5368.550368550368,False
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,3500.0,3.0,2.0,275.0,3,7857.142857142857,False
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,2.0,44.0,2,3859.6491228070176,False
Super built-up  Area,Ready To Move,Singanayakanahalli,3 BHK,1480.0,2.0,0.0,75.0,3,5067.5675675675675,False
Super built-up  Area,Ready To Move,Hebbal,4 BHK,4000.0,6.0,1.0,370.0,4,9250.0,True
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,1500.0,2.0,3.0,78.0,3,5200.0,False
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1850.0,3.0,2.0,89.0,3,4810.810810810811,False
Super built-up  Area,Ready To Move,Jalahalli West,2 BHK,745.0,2.0,1.0,36.0,2,4832.214765100671,False
Super built-up  Area,18-Dec,Whitefield,1 BHK,613.0,1.0,1.0,48.0,1,7830.342577487765,False
Carpet  Area,Ready To Move,Bannerghatta Road,3 BHK,1470.0,2.0,1.0,85.0,3,5782.312925170068,False
Plot  Area,Ready To Move,Frazer Town,1 Bedroom,896.0,1.0,0.0,100.0,1,11160.714285714286,False
Super built-up  Area,Ready To Move,Tilak Nagar,1 BHK,250.0,2.0,2.0,40.0,1,16000.0,False
Plot  Area,Ready To Move,T Dasarahalli,6 Bedroom,1200.0,3.0,2.0,125.0,6,10416.666666666666,False
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1160.0,2.0,2.0,45.0,2,3879.310344827586,False
Plot  Area,Ready To Move,Laggere,7 Bedroom,1590.0,9.0,3.0,132.0,7,8301.88679245283,False
Built-up  Area,Ready To Move,Attibele,1 BHK,520.0,1.0,1.0,15.0,1,2884.6153846153848,False
Plot  Area,Ready To Move,T Dasarahalli,9 Bedroom,1178.0,9.0,1.0,75.0,9,6366.723259762309,False
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360.0,2.0,1.0,64.99,3,4778.676470588234,False
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,1155.0,2.0,1.0,64.0,2,5541.1255411255415,False
Super built-up  Area,18-Aug,Chandapura,1 BHK,520.0,1.0,1.0,14.04,1,2700.0,False
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1615.0,2.0,3.0,150.0,3,9287.925696594428,False
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,6000.0,8.0,3.0,215.0,8,3583.3333333333335,True
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,2.0,39.0,2,3421.0526315789475,False
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,1508.0,3.0,1.0,77.0,3,5106.100795755968,False
Built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,2395.0,4.0,2.0,150.0,3,6263.048016701461,False
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215.0,4.0,2.0,152.0,3,6862.302483069978,False
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,1667.0,3.0,2.0,130.0,3,7798.440311937612,False
Built-up  Area,Ready To Move,7th Block Jayanagar,3 BHK,1903.0,2.0,1.0,293.0,3,15396.741986337362,False
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1530.0,2.0,1.0,108.0,2,7058.823529411765,False
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1730.0,3.0,2.0,125.0,3,7225.43352601156,False
Built-up  Area,Ready To Move,JP Nagar,2 BHK,1048.0,2.0,1.0,44.0,2,4198.473282442748,False
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,1225.0,2.0,2.0,52.0,2,4244.897959183673,False
Carpet  Area,19-Jan,Hennur Bande,2 BHK,1200.0,2.0,3.0,70.0,2,5833.333333333333,False
